ID,Type,Module,Topic,Difficulty,DifficultyValue,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CurriculumMapID,CourseCode,Subtopic,Discrimination,Guessing,Active,ExposureCount,AttemptCount,CorrectCount,AverageTimeSeconds,Explanation,LearningOutcome
1805,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,The temperature in the meat and fishbox should be approximately,10 to 20 deg. F,15 to 25 deg. F,0 to -10 deg. F,-10 to 10 deg. F,A,PRC-PPE-36-Basic-Design-of-ice-Plants-Cold-Storage-and-Skating-Rinks,ME323,"Basic Design of ice Plants, Cold Storage and Skating Rinks",1.35,0.25,TRUE,0,0,0,0,"The correct answer is 10 to 20 deg. F. This item checks the accepted term, value, or principle used in Basic Design of Ice Plants, Cold Storage and Skating Rinks.","Explain key concepts, terms, and operating principles under Basic Design of Ice Plants, Cold Storage and Skating Rinks."
1806,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,The temperature in the dairy box should be approximately,20 to 30 deg. F,0 to 10 deg. F,10 to 20 °f,30 to 40 deg. F,D,PRC-PPE-36-Basic-Design-of-ice-Plants-Cold-Storage-and-Skating-Rinks,ME323,"Basic Design of ice Plants, Cold Storage and Skating Rinks",1.35,0.25,TRUE,0,0,0,0,"The correct answer is 30 to 40 deg. F. This item checks the accepted term, value, or principle used in Basic Design of Ice Plants, Cold Storage and Skating Rinks.","Explain key concepts, terms, and operating principles under Basic Design of Ice Plants, Cold Storage and Skating Rinks."
1809,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,Which of the following is used in measuring the density of a brine solution?,Litmus paper,A chemical rest,A hydrometer,A or B,C,PRC-PPE-36-Basic-Design-of-ice-Plants-Cold-Storage-and-Skating-Rinks,ME323,"Basic Design of ice Plants, Cold Storage and Skating Rinks",1.35,0.25,TRUE,0,0,0,0,"The correct answer is A hydrometer. This item checks the accepted term, value, or principle used in Basic Design of Ice Plants, Cold Storage and Skating Rinks.","Explain key concepts, terms, and operating principles under Basic Design of Ice Plants, Cold Storage and Skating Rinks."
1814,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,What is the condition of the compressor when purging a refrigeration system?,The compressor is running,Compressor is running but the condenser secured,Shut down,Running with the bypass open,C,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Shut down. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1819,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,Which of the following vital components of the refrigeration system where both temperature and pressure are increased?,Compressor,Condenser,Evaporator,A and c,A,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Compressor. This item checks the accepted term, value, or principle used in Principles of Different Refrigeration Systems.","Explain key concepts, terms, and operating principles under Principles of Different Refrigeration Systems."
1820,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,The refrigerant temperature is at its maximum just before it enters the _______,Expansion valve,Compressor,Condenser,Evaporator,C,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Condenser. This item checks the accepted term, value, or principle used in Principles of Different Refrigeration Systems.","Explain key concepts, terms, and operating principles under Principles of Different Refrigeration Systems."
1821,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,The greatest decrease in refrigerant temperature occurs in the _________,Evaporator,Compressor,Condenser,A or c,A,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Evaporator. This item checks the accepted term, value, or principle used in Principles of Different Refrigeration Systems.","Explain key concepts, terms, and operating principles under Principles of Different Refrigeration Systems."
1822,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,What do you call the storage tank for liquid refrigerant?,Receiver tank,Charging tank,Purging,Any of the above,A,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Receiver tank. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1823,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,A precooler is sometimes installed between the ________.,Compressor and condenser,Condenser and expansion valve,Expansion valve and evaporator,Evaporator and compressor,B,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Condenser and expansion valve. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1826,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,What are the four basic methods of determining whether the proper amount of refrigerant is being added to the system?,"Bull’s eye, weight, pressure and frost line","Temperature, weight, pressure and frost line","Bull’s eye, weight, pressure and dip stick","Bull’s eye, weight, litmus test and frost line",A,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Bull’s eye, weight, pressure and frost line. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1828,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,All refrigerator compressor valves are opened and closed by __________.,A cam shaft,Springs,Manual,or c,B,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Springs. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1829,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,Which of the following is also known as the “hidden heat” in refrigeration work?,Sensible heat,Heat intensity,Latent heat,A or c,C,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Latent heat. This item checks the accepted term, value, or principle used in Principles of Different Refrigeration Systems.","Explain key concepts, terms, and operating principles under Principles of Different Refrigeration Systems."
1830,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,A bull’s eye in a full liquid line will appear _________.,Cloudy,Clear,Latent,A or c,B,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Clear. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1832,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,The thickness of the head gasket is important because it may cause __________.,Re-expansion,Decreased efficiency due to increased clearance,The piston to strike the head,All of the above,D,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,The correct answer is All of the above. The symptom or condition in the stem points to this cause or component more directly than the other choices.,"Diagnose common symptoms, causes, and corrective concepts in Design Selection and Specification of Ref. Plants and Equipment."
1834,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,"When removing reusable refrigerant from a system, the line to the storage drum must",Be made of copper,have no bends in it,Contain a strainer-dryer,Be above the level of the compressor,C,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Contain a strainer-dryer. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1835,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,Which of the following must be considered when adding or removing oil from a refrigerator unit?,Use new oil,Do not overcharge,Watch crankcase pressure,All of the above,D,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is All of the above. This item checks the accepted term, value, or principle used in Industrial Lubrication / Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1836,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,Where is the excess refrigerant removed?,Suction side of the system,Discharge side of the system,By pass,Charging side of the system,D,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Charging side of the system. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1842,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,How is one-ton plant described?,Remove one ton heat from the reefer box,Melt one ton of ice in 24 hours,Make one ton of ice in 24 hours,Remove the heat required to melt one ton of ice in 24 hours,D,PRC-PPE-35-Determination-of-Cooling-Loads,ME323,Determination of Cooling Loads,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Remove the heat required to melt one ton of ice in 24 hours. This item checks the accepted term, value, or principle used in Determination of Cooling Loads.","Explain key concepts, terms, and operating principles under Determination of Cooling Loads."
1844,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,What usually happens if the specific gravity of the brine is too low?,The brine will freeze,Solids will deposits,It will be more heat-absorbin,All of the above,A,PRC-PPE-36-Basic-Design-of-ice-Plants-Cold-Storage-and-Skating-Rinks,ME323,"Basic Design of ice Plants, Cold Storage and Skating Rinks",1.35,0.25,TRUE,0,0,0,0,"The correct answer is The brine will freeze. This item checks the accepted term, value, or principle used in Basic Design of Ice Plants, Cold Storage and Skating Rinks.","Explain key concepts, terms, and operating principles under Basic Design of Ice Plants, Cold Storage and Skating Rinks."
1846,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,What will happen to the capacity if the superheat is increased on the suction side?,Increases,Decreases,Remains the same,Will double,B,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Decreases. This item checks the accepted term, value, or principle used in Principles of Different Refrigeration Systems.","Explain key concepts, terms, and operating principles under Principles of Different Refrigeration Systems."
1847,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,Which do you think is very important in adjusting compressor “v” belts?,Allow ½” slack,Make it as tight as possible,Make belt just tight enough to turn pulley,Keep belts parallel,A,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Allow ½” slack. This item checks the accepted term, value, or principle used in Machinery Foundation / Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1848,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,Which of the following is important for evaporator coils?,It must be placed in the top of the compartment,It must be secured to the sides,It should have air completely surrounding them,It must place in front of circulating fans.,C,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is It should have air completely surrounding them. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1850,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,Which of the following is the most appropriate definition of latent heat?,Heat removed to melt ice,Heat removed to change temperature of substance,Heat added to change temperature of a substance,Heat added to change the state of a substance,D,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,The correct answer is Heat added to change the state of a substance. It best matches the stated operating requirement or equipment characteristic in hermodynamics / Principles of Different Refrigeration Systems.,Select appropriate hermodynamics / Principles of Different Refrigeration Systems components or operating conditions based on stated requirements.
1858,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,The following are standard characteristics of Freon -11 except:,Non-toxic,Separates from water,Boiling point over 200 F,Very volatile,C,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,The correct answer is Boiling point over 200 F. Use the relevant Principles of Different Refrigeration Systems relation and keep units consistent; this is the board-review result for the stated data.,"Solve board-style Principles of Different Refrigeration Systems problems using the appropriate relation, units, and given data."
1859,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Hard,5,Which of the following type valves are not found on a Freon – 12 system?,Bellows,Duplex,Diaphragm,Single packed,B,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Duplex. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1860,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,How much heat is removed by a one-ton refrigeration unit?,200 Btu per min,144 Btu per min,400 Btu per min,2000 Btu per min,A,PRC-PPE-35-Determination-of-Cooling-Loads,ME323,Determination of Cooling Loads,1.35,0.25,TRUE,0,0,0,0,"One ton of refrigeration equals 12,000 Btu/hr. Dividing by 60 minutes gives 200 Btu/min.",Convert one ton of refrigeration into Btu per minute.
1861,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,Which of the following is the primary purpose of the evaporator?,Transmit latent heat of fusion,Transmit latent heat of evaporator,Absorb latent heat of fusion,Absorb latent heat of evaporator,D,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Absorb latent heat of evaporator. This item checks the accepted term, value, or principle used in Principles of Different Refrigeration Systems.","Explain key concepts, terms, and operating principles under Principles of Different Refrigeration Systems."
1863,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,A single trunk piston-type compressor is undesirable for a Freon unit because the:,Lubricant mixes with the refrigerant,Refrigerant reduces the crankcase pressure,Lubricant temperature becomes excessive,Refrigerant becomes superheated,A,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Lubricant mixes with the refrigerant. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1864,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,Calcium chloride is sometimes used in refrigeration system as a:,Refrigerant,Lubricant,Primary Coolant,Secondary Coolant,D,PRC-PPE-36-Basic-Design-of-ice-Plants-Cold-Storage-and-Skating-Rinks,ME323,"Basic Design of ice Plants, Cold Storage and Skating Rinks",1.35,0.25,TRUE,0,0,0,0,"The correct answer is Secondary Coolant. This item checks the accepted term, value, or principle used in Basic Design of Ice Plants, Cold Storage and Skating Rinks.","Explain key concepts, terms, and operating principles under Basic Design of Ice Plants, Cold Storage and Skating Rinks."
1865,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,When the outlet temperature of the evaporator exceeds the inlet temperature the condition is called ______________.,Boiling,Superheating,Melting,Freezing,B,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Superheating. This item checks the accepted term, value, or principle used in Principles of Different Refrigeration Systems.","Explain key concepts, terms, and operating principles under Principles of Different Refrigeration Systems."
1866,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,Which of the following refrigerants would give the most trouble when operating with warm circulating water?,Freon – 12,CO2,Ammonia,Ethyl chloride,B,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,The correct answer is CO2. The symptom or condition in the stem points to this cause or component more directly than the other choices.,"Diagnose common symptoms, causes, and corrective concepts in Design Selection and Specification of Ref. Plants and Equipment."
1867,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,As Freon leaves the expansion valve:,Pressure increase - Volume increase,Pressure decrease - Volume increase,Pressure decrease - Volume decrease,Pressure increase - Volume decrease,B,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Pressure decrease - Volume increase. This item checks the accepted term, value, or principle used in Principles of Different Refrigeration Systems.","Explain key concepts, terms, and operating principles under Principles of Different Refrigeration Systems."
1873,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,What do you call a material in a dryer?,Drain,Dryer,Desiccant,A or C,C,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Desiccant. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1874,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,What is the main function of a receiver?,Separate the oil from the refrigerant,Cool the hot gases,Store the refrigerant,Condense the refrigerant,C,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Store the refrigerant. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1875,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,During the re-expansion portion of the refrigeration compressor cycle,The suction valve is open,The suction valve is closed,The discharge valve is closed,B and C,D,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is B and C. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1878,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,Which of the following is not a characteristics of Freon- 12?,Corrosive,Non-inflammable,Odorless,Boiling point -21 F,A,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,The correct answer is Corrosive. Use the relevant Principles of Different Refrigeration Systems relation and keep units consistent; this is the board-review result for the stated data.,"Solve board-style Principles of Different Refrigeration Systems problems using the appropriate relation, units, and given data."
1879,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,In the discharge line between the compressor and the condenser one would find:,"High pressure, high temperature gas","High pressure, low temperature liquid","High temperature, high pressure liquid","High pressure, low temperature gas",A,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is High pressure, high temperature gas. Use the relevant Principles of Different Refrigeration Systems relation and keep units consistent; this is the board-review result for the stated data.","Solve board-style Principles of Different Refrigeration Systems problems using the appropriate relation, units, and given data."
1881,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,Refrigerant leakage from the compressor crankcase is prevented by,using skirt type pistons,maintaining a vacuum in the crankcase,using shaft seals,using lantern rings,C,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is using shaft seals. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1883,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,What is the compression ratio of a refrigerator compressor?,The ratio of the absolute suction pressure to the absolute discharge pressure,The ratio of the absolute discharge pressure to the absolute suction pressure,The ratio of the excessive liquid refrigerant in the receiver to that in the system,None of the above,B,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is The ratio of the absolute discharge pressure to the absolute suction pressure. This item checks the accepted term, value, or principle used in Principles of Different Refrigeration Systems.","Explain key concepts, terms, and operating principles under Principles of Different Refrigeration Systems."
1885,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,A refrigerant gives up heat when it,Vaporizes,Evaporates,Condenses,Boils,C,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Condenses. This item checks the accepted term, value, or principle used in Principles of Different Refrigeration Systems.","Explain key concepts, terms, and operating principles under Principles of Different Refrigeration Systems."
1886,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,The cooling component of a refrigeration cycle is called ________.,A receiver,An evaporator,A condenser,A desiccant,B,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is An evaporator. This item checks the accepted term, value, or principle used in Principles of Different Refrigeration Systems.","Explain key concepts, terms, and operating principles under Principles of Different Refrigeration Systems."
1887,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,When ordering an expansion valve which of the following information is necessary?,"Size, and pressure","Size ,tonnage , temperature and pressure",Pressure and temperature,Size and tonnage,B,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Size ,tonnage , temperature and pressure. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1889,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,Which of the following characteristics that is not desirable in a refrigerant?,Low latent heat of fusion,High latent heat of vaporization,Low latent heat of vaporization,A and C,C,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Low latent heat of vaporization. This item checks the accepted term, value, or principle used in Principles of Different Refrigeration Systems.","Explain key concepts, terms, and operating principles under Principles of Different Refrigeration Systems."
1893,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Easy,1,A “direct” refrigeration system is one in which:,Ice is used for cooling,A secondary coolant is pumped through the evaporator coils,The refrigerant passes through coils in the evaporator,Any of the above,C,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is The refrigerant passes through coils in the evaporator. This item checks the accepted term, value, or principle used in Principles of Different Refrigeration Systems.","Explain key concepts, terms, and operating principles under Principles of Different Refrigeration Systems."
1894,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,A “CARRENE” is a type of :,Refrigerant oil,Refrigerant,Scale cleaner,None of the above,B,PRC-PPE-34-Principles-of-Different-Refrigeration-Systems,ME323,Principles of Different Refrigeration Systems,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Refrigerant. This item checks the accepted term, value, or principle used in Principles of Different Refrigeration Systems.","Explain key concepts, terms, and operating principles under Principles of Different Refrigeration Systems."
1895,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,What is the first step that must be done when securing a system?,Open bypass valve,Close receiver (King) valve,Open solenoid valve,Cut out compressor on high pressure,B,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,"The correct answer is Close receiver (King) valve. This item checks the accepted term, value, or principle used in Design Selection and Specification of Ref. Plants and Equipment.","Explain key concepts, terms, and operating principles under Design Selection and Specification of Refrigeration Plants and Equipment."
1896,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,When securing a Freon – 12 system for repairs,Open the line at 1 to 2 pounds pressure,Open the line at 5 to 10 pounds pressure,Pump down to a slight vacuum,Pump down to 10” vacuum,A,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,The correct answer is Open the line at 1 to 2 pounds pressure. Use the relevant Design Selection and Specification of Ref. Plants and Equipment relation and keep units consistent; this is the board-review result for the stated data.,"Solve board-style Design Selection and Specification of Ref. Plants and Equipment problems using the appropriate relation, units, and given data."
1897,Elements,Module 5 - Refrigeration Engineering and Its Application,Refrigeration Engineering and Its Application,Medium,3,The most common reason for the small usage of CO2 systems is :,It is too dangerous,Its upkeep is too high,The machinery is too heavy,It is too costly,C,PRC-PPE-37-Design-selection-and-specification-of-ref-plants-and-Equipments,ME323,Design selection and specification of ref. plants and Equipments,1.35,0.25,TRUE,0,0,0,0,The correct answer is The machinery is too heavy. It best matches the stated operating requirement or equipment characteristic in Design Selection and Specification of Ref. Plants and Equipment.,Select appropriate Design Selection and Specification of Ref. Plants and Equipment components or operating conditions based on stated requirements.
